_chgType,ID,INSPECTION_ID,LINE_NO,PARAMETER_ID,PARAMETER_NAME,SPEC_MIN,SPEC_MAX,MEASURED_VALUE,UNIT,RESULT,REMARK,DEL_VERSION,VERSION,CREATED_BY,CREATE_TIME,UPDATED_BY,UPDATE_TIME,IS_CRITICAL
A,8248402,82484,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248403,82484,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248404,82484,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248405,82484,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248501,82485,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248502,82485,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248503,82485,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248504,82485,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248505,82485,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248601,82486,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248602,82486,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248603,82486,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248604,82486,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8248605,82486,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250801,82508,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250802,82508,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250803,82508,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250804,82508,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250805,82508,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250901,82509,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250902,82509,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250903,82509,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250904,82509,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8250905,82509,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251001,82510,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251002,82510,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251003,82510,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251004,82510,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251005,82510,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251101,82511,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251102,82511,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251103,82511,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251104,82511,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251105,82511,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251201,82512,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251202,82512,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251203,82512,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251204,82512,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251205,82512,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251301,82513,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251302,82513,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251303,82513,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251304,82513,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251305,82513,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251401,82514,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251402,82514,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251403,82514,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251404,82514,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251405,82514,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251501,82515,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251502,82515,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251503,82515,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251504,82515,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251505,82515,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251601,82516,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251602,82516,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251603,82516,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251604,82516,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251605,82516,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251701,82517,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251702,82517,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251703,82517,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251704,82517,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8251705,82517,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8253901,82539,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8253902,82539,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8253903,82539,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8253904,82539,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8253905,82539,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254001,82540,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254002,82540,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254003,82540,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254004,82540,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254005,82540,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254101,82541,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254102,82541,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254103,82541,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254104,82541,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254105,82541,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254201,82542,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254202,82542,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254203,82542,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254204,82542,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254205,82542,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254301,82543,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254302,82543,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254303,82543,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254304,82543,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254305,82543,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254401,82544,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254402,82544,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254403,82544,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254404,82544,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254405,82544,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254501,82545,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254502,82545,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254503,82545,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254504,82545,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254505,82545,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254601,82546,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254602,82546,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254603,82546,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254604,82546,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254605,82546,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254701,82547,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254702,82547,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254703,82547,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254704,82547,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254705,82547,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254801,82548,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254802,82548,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254803,82548,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254804,82548,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8254805,82548,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910801,89108,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910802,89108,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910803,89108,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910804,89108,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910805,89108,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910901,89109,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910902,89109,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910903,89109,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910904,89109,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8910905,89109,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911001,89110,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911002,89110,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911003,89110,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911004,89110,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911005,89110,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911101,89111,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911102,89111,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911103,89111,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911104,89111,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911105,89111,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911201,89112,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911202,89112,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911203,89112,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911204,89112,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911205,89112,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911301,89113,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911302,89113,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911303,89113,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911304,89113,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911305,89113,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911401,89114,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911402,89114,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911403,89114,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911404,89114,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911405,89114,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911501,89115,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911502,89115,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911503,89115,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911504,89115,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911505,89115,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911601,89116,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911602,89116,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911603,89116,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911604,89116,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911605,89116,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911701,89117,1,8901,尺寸,,,1,,REJECTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911702,89117,2,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911703,89117,3,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911704,89117,4,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
A,8911705,89117,5,8901,尺寸,,,1,,ACCEPTED,,0,0,autotest-ref,*,autotest-ref,*,
