_chgType,ID,ASSET_ID,ORG_ID,PERIOD,PLANNED_AMOUNT,ACTUAL_AMOUNT,ACCUMULATED_DEPRECIATION,NET_BOOK_VALUE,STATUS,EXECUTED_AT,POSTED,POSTED_AT,POSTED_BY,VOUCHER_ID,DEL_VERSION,VERSION,CREATED_BY,CREATE_TIME,UPDATED_BY,UPDATE_TIME,BUSINESS_DATE,CURRENCY_ID,EXCHANGE_RATE,AMOUNT_SOURCE,AMOUNT_FUNCTIONAL
A,25,12,1,2027-04,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_59,1,autotest-ref,*,autotest-ref,*,2027-04-01,,1.00000000,0.0000,0.0000
A,26,12,1,2027-05,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_60,1,autotest-ref,*,autotest-ref,*,2027-05-01,,1.00000000,0.0000,0.0000
A,27,12,1,2027-06,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_61,1,autotest-ref,*,autotest-ref,*,2027-06-01,,1.00000000,0.0000,0.0000
A,28,12,1,2027-07,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_62,1,autotest-ref,*,autotest-ref,*,2027-07-01,,1.00000000,0.0000,0.0000
A,29,12,1,2027-08,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_63,1,autotest-ref,*,autotest-ref,*,2027-08-01,,1.00000000,0.0000,0.0000
A,30,12,1,2027-09,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_64,1,autotest-ref,*,autotest-ref,*,2027-09-01,,1.00000000,0.0000,0.0000
A,31,12,1,2027-10,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_65,1,autotest-ref,*,autotest-ref,*,2027-10-01,,1.00000000,0.0000,0.0000
A,32,12,1,2027-11,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_66,1,autotest-ref,*,autotest-ref,*,2027-11-01,,1.00000000,0.0000,0.0000
A,33,12,1,2027-12,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_67,1,autotest-ref,*,autotest-ref,*,2027-12-01,,1.00000000,0.0000,0.0000
A,34,12,1,2028-01,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_68,1,autotest-ref,*,autotest-ref,*,2028-01-01,,1.00000000,0.0000,0.0000
A,35,12,1,2028-02,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_69,1,autotest-ref,*,autotest-ref,*,2028-02-01,,1.00000000,0.0000,0.0000
A,36,12,1,2028-03,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_70,1,autotest-ref,*,autotest-ref,*,2028-03-01,,1.00000000,0.0000,0.0000
A,37,12,1,2028-04,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_71,1,autotest-ref,*,autotest-ref,*,2028-04-01,,1.00000000,0.0000,0.0000
A,38,12,1,2028-05,5833.3333,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_72,1,autotest-ref,*,autotest-ref,*,2028-05-01,,1.00000000,0.0000,0.0000
A,39,12,1,2028-06,5833.3341,0.0000,0.0000,140000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_73,1,autotest-ref,*,autotest-ref,*,2028-06-01,,1.00000000,0.0000,0.0000
A,48,12,1,2026-07,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-07-01,,1,0,0
A,49,12,1,2026-08,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-08-01,,1,0,0
A,50,12,1,2026-09,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-09-01,,1,0,0
A,51,12,1,2026-10,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-10-01,,1,0,0
A,52,12,1,2026-11,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-11-01,,1,0,0
A,53,12,1,2026-12,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2026-12-01,,1,0,0
A,54,12,1,2027-01,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-01-01,,1,0,0
A,55,12,1,2027-02,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-02-01,,1,0,0
A,56,12,1,2027-03,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-03-01,,1,0,0
A,57,12,1,2027-04,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-04-01,,1,0,0
A,58,12,1,2027-05,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-05-01,,1,0,0
A,59,12,1,2027-06,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-06-01,,1,0,0
A,60,12,1,2027-07,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-07-01,,1,0,0
A,61,12,1,2027-08,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-08-01,,1,0,0
A,62,12,1,2027-09,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-09-01,,1,0,0
A,63,12,1,2027-10,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-10-01,,1,0,0
A,64,12,1,2027-11,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-11-01,,1,0,0
A,65,12,1,2027-12,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2027-12-01,,1,0,0
A,66,12,1,2028-01,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-01-01,,1,0,0
A,67,12,1,2028-02,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-02-01,,1,0,0
A,68,12,1,2028-03,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-03-01,,1,0,0
A,69,12,1,2028-04,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-04-01,,1,0,0
A,70,12,1,2028-05,3333.3333,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-05-01,,1,0,0
A,71,12,1,2028-06,3333.3341,0,0,80000.0000,PENDING,,false,,,,@var:ErpAstDepreciationSchedule@delVersion_30,0,autotest-ref,*,autotest-ref,*,2028-06-01,,1,0,0
