_chgType,ID,ASSET_ID,ORG_ID,PERIOD,PLANNED_AMOUNT,ACTUAL_AMOUNT,ACCUMULATED_DEPRECIATION,NET_BOOK_VALUE,STATUS,EXECUTED_AT,POSTED,POSTED_AT,POSTED_BY,VOUCHER_ID,DEL_VERSION,VERSION,CREATED_BY,CREATE_TIME,UPDATED_BY,UPDATE_TIME,BUSINESS_DATE,CURRENCY_ID,EXCHANGE_RATE,AMOUNT_SOURCE,AMOUNT_FUNCTIONAL
A,151,55,1,2028-02,0,890.9335,27508.5296,20491.4704,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_19,true,@var:ErpAstDepreciationSchedule@postedAt_19,,152,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-02-01,,1,0,0
A,156,55,1,2028-03,0,853.8113,28362.3409,19637.6591,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_20,true,@var:ErpAstDepreciationSchedule@postedAt_20,,157,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-03-01,,1,0,0
A,161,55,1,2028-04,0,818.2358,29180.5767,18819.4233,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_21,true,@var:ErpAstDepreciationSchedule@postedAt_21,,162,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-04-01,,1,0,0
A,166,55,1,2028-05,0,784.1426,29964.7193,18035.2807,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_22,true,@var:ErpAstDepreciationSchedule@postedAt_22,,167,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-05-01,,1,0,0
A,171,55,1,2028-06,0,751.4700,30716.1893,17283.8107,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_23,true,@var:ErpAstDepreciationSchedule@postedAt_23,,172,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-06-01,,1,0,0
A,176,55,1,2028-07,0,720.1588,31436.3481,16563.6519,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_24,true,@var:ErpAstDepreciationSchedule@postedAt_24,,177,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-07-01,,1,0,0
A,181,55,1,2028-08,0,720.1588,32156.5069,15843.4931,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_25,true,@var:ErpAstDepreciationSchedule@postedAt_25,,182,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-08-01,,1,0,0
A,186,55,1,2028-09,0,720.1588,32876.6657,15123.3343,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_26,true,@var:ErpAstDepreciationSchedule@postedAt_26,,187,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-09-01,,1,0,0
A,191,55,1,2028-10,0,720.1588,33596.8245,14403.1755,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_27,true,@var:ErpAstDepreciationSchedule@postedAt_27,,192,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-10-01,,1,0,0
A,196,55,1,2028-11,0,720.1588,34316.9833,13683.0167,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_28,true,@var:ErpAstDepreciationSchedule@postedAt_28,,197,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-11-01,,1,0,0
A,201,55,1,2028-12,0,720.1588,35037.1421,12962.8579,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_29,true,@var:ErpAstDepreciationSchedule@postedAt_29,,202,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2028-12-01,,1,0,0
A,206,55,1,2029-01,0,720.1588,35757.3009,12242.6991,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_30,true,@var:ErpAstDepreciationSchedule@postedAt_30,,207,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-01-01,,1,0,0
A,211,55,1,2029-02,0,720.1588,36477.4597,11522.5403,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_31,true,@var:ErpAstDepreciationSchedule@postedAt_31,,212,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-02-01,,1,0,0
A,216,55,1,2029-03,0,720.1588,37197.6185,10802.3815,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_32,true,@var:ErpAstDepreciationSchedule@postedAt_32,,217,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-03-01,,1,0,0
A,221,55,1,2029-04,0,720.1588,37917.7773,10082.2227,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_33,true,@var:ErpAstDepreciationSchedule@postedAt_33,,222,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-04-01,,1,0,0
A,226,55,1,2029-05,0,720.1588,38637.9361,9362.0639,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_34,true,@var:ErpAstDepreciationSchedule@postedAt_34,,227,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-05-01,,1,0,0
A,231,55,1,2029-06,0,720.1588,39358.0949,8641.9051,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_35,true,@var:ErpAstDepreciationSchedule@postedAt_35,,232,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-06-01,,1,0,0
A,236,55,1,2029-07,0,720.1588,40078.2537,7921.7463,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_36,true,@var:ErpAstDepreciationSchedule@postedAt_36,,237,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-07-01,,1,0,0
A,241,55,1,2029-08,0,720.1588,40798.4125,7201.5875,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_37,true,@var:ErpAstDepreciationSchedule@postedAt_37,,242,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-08-01,,1,0,0
A,246,55,1,2029-09,0,720.1588,41518.5713,6481.4287,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_38,true,@var:ErpAstDepreciationSchedule@postedAt_38,,247,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-09-01,,1,0,0
A,251,55,1,2029-10,0,720.1587,42238.7300,5761.2700,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_39,true,@var:ErpAstDepreciationSchedule@postedAt_39,,252,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-10-01,,1,0,0
A,256,55,1,2029-11,0,720.1588,42958.8888,5041.1112,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_40,true,@var:ErpAstDepreciationSchedule@postedAt_40,,257,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-11-01,,1,0,0
A,261,55,1,2029-12,0,720.1587,43679.0475,4320.9525,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_41,true,@var:ErpAstDepreciationSchedule@postedAt_41,,262,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2029-12-01,,1,0,0
A,266,55,1,2030-01,0,720.1588,44399.2063,3600.7937,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_42,true,@var:ErpAstDepreciationSchedule@postedAt_42,,267,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-01-01,,1,0,0
A,271,55,1,2030-02,0,720.1587,45119.3650,2880.6350,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_43,true,@var:ErpAstDepreciationSchedule@postedAt_43,,272,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-02-01,,1,0,0
A,276,55,1,2030-03,0,720.1588,45839.5238,2160.4762,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_44,true,@var:ErpAstDepreciationSchedule@postedAt_44,,277,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-03-01,,1,0,0
A,281,55,1,2030-04,0,720.1587,46559.6825,1440.3175,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_45,true,@var:ErpAstDepreciationSchedule@postedAt_45,,282,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-04-01,,1,0,0
A,286,55,1,2030-05,0,720.1588,47279.8413,720.1587,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_46,true,@var:ErpAstDepreciationSchedule@postedAt_46,,287,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-05-01,,1,0,0
A,291,55,1,2030-06,0,720.1587,48000.0000,0.0000,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_47,true,@var:ErpAstDepreciationSchedule@postedAt_47,,292,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2030-06-01,,1,0,0
A,56,55,1,2026-07,0,2000.0000,2000.0000,46000.0000,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt,true,@var:ErpAstDepreciationSchedule@postedAt,,57,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-07-01,,1,0,0
A,61,55,1,2026-08,0,1916.6667,3916.6667,44083.3333,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_1,true,@var:ErpAstDepreciationSchedule@postedAt_1,,62,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-08-01,,1,0,0
A,66,55,1,2026-09,0,1836.8056,5753.4723,42246.5277,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_2,true,@var:ErpAstDepreciationSchedule@postedAt_2,,67,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-09-01,,1,0,0
A,71,55,1,2026-10,0,1760.2720,7513.7443,40486.2557,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_3,true,@var:ErpAstDepreciationSchedule@postedAt_3,,72,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-10-01,,1,0,0
A,76,55,1,2026-11,0,1686.9273,9200.6716,38799.3284,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_4,true,@var:ErpAstDepreciationSchedule@postedAt_4,,77,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-11-01,,1,0,0
A,81,55,1,2026-12,0,1616.6387,10817.3103,37182.6897,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_5,true,@var:ErpAstDepreciationSchedule@postedAt_5,,82,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2026-12-01,,1,0,0
A,86,55,1,2027-01,0,1549.2787,12366.5890,35633.4110,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_6,true,@var:ErpAstDepreciationSchedule@postedAt_6,,87,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2027-01-01,,1,0,0
A,91,55,1,2027-02,0,1484.7255,13851.3145,34148.6855,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_7,true,@var:ErpAstDepreciationSchedule@postedAt_7,,92,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2027-02-01,,1,0,0
A,96,55,1,2027-03,0,1422.8619,15274.1764,32725.8236,EXECUTED,@var:ErpAstDepreciationSchedule@executedAt_8,true,@var:ErpAstDepreciationSchedule@postedAt_8,,97,@var:ErpAstDepreciationSchedule@delVersion_9,1,autotest-ref,*,autotest-ref,*,2027-03-01,,1,0,0
